ID_Entrega,ID_Proveedor,ID_Almacen,ID_Estado,Fecha_Envio,Fecha_Entrega,Tiempo_Entrega,Costo_Entrega,Entregado_Tiempo,Costo_Km,Direccion,Ciudad,Provincia,Pais,Km
420,5,1,3,2024-03-17,2024-03-27,240.0,1556.84,1,4.28,"Calle 63, N° 1",Ciudad D,Y,Argentina,700
421,2,2,3,2024-03-21,2024-05-06,1104.0,3154.93,1,1.86,"Calle 7, N° 48",Ciudad B,Y,Argentina,600
422,1,2,2,2024-03-21,2024-03-30,216.0,1580.65,1,4.86,"Calle 35, N° 67",Ciudad A,Z,Argentina,90
423,2,1,2,2024-03-05,2024-04-25,1224.0,1839.41,1,4.47,"Calle 20, N° 33",Ciudad D,Y,Argentina,350
424,5,1,3,2024-02-26,2024-03-30,792.0,2708.85,1,3.98,"Calle 98, N° 5",Ciudad A,X,Argentina,500
425,1,2,4,2024-03-10,2024-04-15,864.0,4389.9,1,1.11,"Calle 22, N° 6",Ciudad C,X,Argentina,800
426,2,3,2,2024-02-09,2024-03-06,624.0,2846.93,0,3.84,"Calle 100, N° 95",Ciudad D,X,Argentina,900
427,1,2,4,2024-01-21,2024-03-19,1392.0,3767.06,1,4.31,"Calle 13, N° 94",Ciudad D,Y,Argentina,90
428,4,3,4,2024-01-02,2024-03-02,1440.0,1883.06,1,4.77,"Calle 47, N° 70",Ciudad A,Z,Argentina,900
429,3,1,3,2024-01-25,2024-02-28,816.0,4363.02,1,1.78,"Calle 68, N° 20",Ciudad A,Z,Argentina,500
430,3,1,3,2024-01-18,2024-03-01,1032.0,4920.16,1,2.5,"Calle 62, N° 15",Ciudad A,Y,Argentina,800
431,4,3,2,2024-03-15,2024-04-10,624.0,3094.14,0,3.42,"Calle 9, N° 94",Ciudad D,Z,Argentina,700
432,3,3,2,2024-03-10,2024-05-07,1392.0,2928.6,1,3.35,"Calle 4, N° 73",Ciudad B,Z,Argentina,700
433,3,1,3,2024-01-12,2024-03-06,1296.0,219.08,1,1.36,"Calle 22, N° 74",Ciudad D,Y,Argentina,800
434,3,1,3,2024-03-24,2024-05-04,984.0,4154.18,1,3.75,"Calle 46, N° 20",Ciudad C,Z,Argentina,600
435,5,2,1,2024-01-12,2024-02-18,888.0,3086.46,1,1.73,"Calle 97, N° 15",Ciudad C,X,Argentina,700
436,3,3,1,2024-02-18,2024-02-19,24.0,2846.84,1,1.61,"Calle 90, N° 52",Ciudad D,Z,Argentina,90
437,1,3,2,2024-02-04,2024-03-18,1032.0,1899.36,1,2.72,"Calle 62, N° 83",Ciudad D,Y,Argentina,800
438,3,2,2,2024-03-04,2024-03-21,408.0,4086.69,1,4.53,"Calle 11, N° 45",Ciudad B,X,Argentina,900
439,1,2,1,2024-02-24,2024-03-14,456.0,1871.58,1,4.08,"Calle 42, N° 67",Ciudad B,Z,Argentina,900
440,4,2,2,2024-01-21,2024-01-24,72.0,2523.37,1,2.11,"Calle 83, N° 17",Ciudad B,Y,Argentina,90
441,3,2,2,2024-03-05,2024-04-15,984.0,1867.11,1,4.21,"Calle 72, N° 23",Ciudad A,X,Argentina,800
442,5,1,1,2024-01-03,2024-01-07,96.0,3231.63,1,4.28,"Calle 58, N° 27",Ciudad C,X,Argentina,500
443,1,1,1,2024-03-23,2024-05-21,1416.0,646.24,0,1.97,"Calle 82, N° 6",Ciudad B,Z,Argentina,200
444,4,1,1,2024-01-20,2024-02-13,576.0,4539.28,0,4.53,"Calle 52, N° 98",Ciudad D,Z,Argentina,200
445,5,3,4,2024-01-19,2024-02-29,984.0,4233.57,0,1.71,"Calle 69, N° 94",Ciudad D,Y,Argentina,800
446,5,3,1,2024-02-15,2024-04-03,1152.0,3930.4,1,1.14,"Calle 83, N° 86",Ciudad C,Z,Argentina,900
447,4,3,4,2024-03-28,2024-04-12,360.0,3160.38,1,2.25,"Calle 86, N° 1",Ciudad D,Z,Argentina,900
448,4,3,1,2024-01-13,2024-03-04,1224.0,3593.9,1,2.37,"Calle 10, N° 5",Ciudad B,X,Argentina,600
449,3,2,3,2024-01-14,2024-02-05,528.0,4987.59,0,2.46,"Calle 13, N° 63",Ciudad B,Z,Argentina,350
450,2,3,2,2024-03-23,2024-05-04,1008.0,2458.39,1,3.29,"Calle 79, N° 34",Ciudad D,Z,Argentina,800
451,3,1,4,2024-01-27,2024-03-21,1296.0,280.32,1,2.85,"Calle 39, N° 32",Ciudad A,Y,Argentina,800
452,2,1,4,2024-03-19,2024-05-17,1416.0,4164.95,0,2.92,"Calle 24, N° 66",Ciudad D,Z,Argentina,350
453,1,3,1,2024-02-19,2024-02-23,96.0,2003.45,0,1.49,"Calle 61, N° 25",Ciudad A,Z,Argentina,200
454,5,2,4,2024-03-16,2024-04-04,456.0,801.75,1,3.76,"Calle 48, N° 77",Ciudad B,X,Argentina,90
455,2,3,4,2024-01-10,2024-01-19,216.0,1238.33,1,3.27,"Calle 98, N° 48",Ciudad A,Z,Argentina,350
456,3,3,1,2024-03-26,2024-04-20,600.0,4094.16,0,2.42,"Calle 62, N° 13",Ciudad A,X,Argentina,350
457,2,2,1,2024-03-25,2024-04-05,264.0,3642.07,1,1.99,"Calle 34, N° 96",Ciudad C,X,Argentina,500
458,5,3,2,2024-01-23,2024-02-17,600.0,2268.06,1,1.39,"Calle 22, N° 74",Ciudad C,Z,Argentina,600
459,3,2,4,2024-02-21,2024-03-01,216.0,4952.27,1,1.55,"Calle 12, N° 99",Ciudad B,X,Argentina,350
460,2,3,1,2024-03-04,2024-03-06,48.0,4947.11,0,1.54,"Calle 58, N° 61",Ciudad D,Z,Argentina,600
461,1,3,3,2024-01-14,2024-03-09,1320.0,2949.76,0,4.86,"Calle 26, N° 30",Ciudad C,Y,Argentina,500
462,3,3,4,2024-01-16,2024-02-22,888.0,2133.48,1,1.57,"Calle 1, N° 72",Ciudad C,Z,Argentina,90
463,1,3,4,2024-03-07,2024-04-16,960.0,2603.75,1,2.51,"Calle 63, N° 64",Ciudad A,X,Argentina,90
464,5,1,4,2024-02-10,2024-03-19,912.0,4366.31,1,4.97,"Calle 93, N° 61",Ciudad C,X,Argentina,600
465,2,3,2,2024-03-07,2024-04-24,1152.0,1936.06,1,2.54,"Calle 92, N° 55",Ciudad D,Z,Argentina,200
466,5,1,4,2024-02-11,2024-03-22,960.0,2830.56,1,3.04,"Calle 58, N° 40",Ciudad C,Y,Argentina,700
467,4,1,1,2024-02-25,2024-03-30,816.0,1067.78,1,2.11,"Calle 83, N° 66",Ciudad D,X,Argentina,900
468,3,1,2,2024-01-15,2024-01-21,144.0,3242.48,1,4.21,"Calle 81, N° 29",Ciudad A,Z,Argentina,200
469,5,3,3,2024-01-20,2024-02-13,576.0,887.11,1,4.18,"Calle 37, N° 44",Ciudad A,X,Argentina,600
470,4,3,1,2024-03-24,2024-04-29,864.0,1868.48,1,3.57,"Calle 98, N° 90",Ciudad B,X,Argentina,350
471,3,1,2,2024-01-23,2024-01-31,192.0,4706.41,1,2.02,"Calle 10, N° 45",Ciudad D,X,Argentina,600
472,5,2,3,2024-01-08,2024-01-25,408.0,825.62,1,1.57,"Calle 75, N° 37",Ciudad A,Z,Argentina,350
473,4,3,2,2024-01-01,2024-01-10,216.0,1434.13,1,1.47,"Calle 60, N° 92",Ciudad B,X,Argentina,600
474,2,3,2,2024-02-06,2024-03-01,576.0,1286.48,1,2.43,"Calle 1, N° 44",Ciudad B,Y,Argentina,800
475,1,3,2,2024-03-24,2024-05-12,1176.0,3939.27,1,1.79,"Calle 84, N° 73",Ciudad D,Y,Argentina,700
476,3,1,1,2024-01-02,2024-02-09,912.0,4058.4,1,4.09,"Calle 35, N° 8",Ciudad D,Z,Argentina,90
477,4,2,3,2024-01-22,2024-02-21,720.0,4350.9,1,4.22,"Calle 81, N° 12",Ciudad B,Y,Argentina,600
478,2,3,2,2024-03-13,2024-05-10,1392.0,2131.1,1,1.91,"Calle 91, N° 80",Ciudad C,Y,Argentina,150
479,4,1,3,2024-03-02,2024-03-28,624.0,4071.05,1,3.97,"Calle 1, N° 50",Ciudad A,X,Argentina,90
480,2,1,1,2024-02-13,2024-03-02,432.0,3231.58,1,3.56,"Calle 8, N° 16",Ciudad C,Y,Argentina,90
481,5,1,1,2024-02-21,2024-03-23,744.0,2182.42,1,2.15,"Calle 53, N° 56",Ciudad D,Z,Argentina,150
482,2,2,3,2024-03-26,2024-05-19,1296.0,596.99,1,3.87,"Calle 55, N° 38",Ciudad C,Z,Argentina,150
483,3,2,4,2024-03-14,2024-05-10,1368.0,940.12,1,4.74,"Calle 95, N° 52",Ciudad B,Y,Argentina,900
484,4,1,3,2024-01-17,2024-02-12,624.0,265.83,1,4.4,"Calle 35, N° 28",Ciudad A,Y,Argentina,200
485,4,2,4,2024-01-17,2024-03-01,1056.0,3894.28,1,3.18,"Calle 7, N° 79",Ciudad B,X,Argentina,900
486,4,3,4,2024-02-17,2024-03-04,384.0,403.98,1,1.67,"Calle 69, N° 79",Ciudad C,X,Argentina,300
487,2,1,1,2024-01-02,2024-01-19,408.0,4824.34,1,1.02,"Calle 51, N° 5",Ciudad C,Z,Argentina,600
488,2,3,2,2024-02-09,2024-03-17,888.0,3089.02,1,3.3,"Calle 36, N° 75",Ciudad A,Y,Argentina,500
489,2,2,3,2024-03-10,2024-03-13,72.0,1079.17,1,2.04,"Calle 38, N° 57",Ciudad C,X,Argentina,300
490,5,2,2,2024-02-07,2024-04-05,1392.0,656.41,1,1.38,"Calle 12, N° 87",Ciudad B,Y,Argentina,350
491,4,3,3,2024-01-13,2024-01-23,240.0,2096.72,1,4.66,"Calle 52, N° 40",Ciudad C,Y,Argentina,800
492,4,2,1,2024-03-17,2024-03-24,168.0,3961.28,1,2.6,"Calle 68, N° 100",Ciudad B,X,Argentina,350
493,2,3,3,2024-03-10,2024-04-05,624.0,1083.41,1,3.24,"Calle 51, N° 73",Ciudad B,X,Argentina,90
494,2,2,1,2024-01-15,2024-01-18,72.0,280.9,1,4.85,"Calle 8, N° 34",Ciudad A,Z,Argentina,900
495,2,3,4,2024-01-23,2024-02-05,312.0,3404.91,1,1.45,"Calle 75, N° 69",Ciudad B,Z,Argentina,150
496,5,2,4,2024-02-23,2024-04-23,1440.0,3660.05,1,4.86,"Calle 4, N° 79",Ciudad A,Y,Argentina,500
497,4,2,4,2024-01-13,2024-01-22,216.0,1976.23,1,3.46,"Calle 43, N° 41",Ciudad B,X,Argentina,350
498,3,3,3,2024-03-08,2024-03-29,504.0,4925.38,1,2.79,"Calle 30, N° 75",Ciudad B,X,Argentina,90
499,5,1,4,2024-01-17,2024-03-15,1392.0,4533.14,1,2.19,"Calle 13, N° 22",Ciudad D,X,Argentina,300
500,1,3,2,2024-03-19,2024-05-13,1320.0,1344.51,1,4.17,"Calle 69, N° 74",Ciudad B,X,Argentina,900
501,3,3,2,2024-03-18,2024-04-08,504.0,4181.36,1,1.01,"Calle 89, N° 26",Ciudad B,X,Argentina,900
502,3,3,2,2024-02-03,2024-03-02,672.0,594.33,1,1.94,"Calle 40, N° 83",Ciudad C,Y,Argentina,900
503,1,1,4,2024-03-23,2024-04-29,888.0,3989.91,1,2.92,"Calle 6, N° 38",Ciudad B,Z,Argentina,300
504,1,2,3,2024-02-21,2024-03-24,768.0,673.44,1,3.38,"Calle 9, N° 26",Ciudad A,Z,Argentina,300
505,1,3,2,2024-03-25,2024-05-03,936.0,3852.98,1,2.04,"Calle 53, N° 98",Ciudad B,X,Argentina,300
506,1,3,4,2024-01-02,2024-01-22,480.0,3837.13,1,3.03,"Calle 72, N° 81",Ciudad B,Y,Argentina,300
507,2,1,2,2024-01-02,2024-02-13,1008.0,2082.4,1,4.75,"Calle 82, N° 43",Ciudad A,X,Argentina,700
508,3,1,1,2024-03-22,2024-05-08,1128.0,1665.27,0,1.55,"Calle 86, N° 77",Ciudad B,Y,Argentina,300
509,3,1,2,2024-01-15,2024-02-17,792.0,4077.78,1,2.78,"Calle 44, N° 13",Ciudad B,Z,Argentina,800
510,2,2,2,2024-03-24,2024-05-21,1392.0,1762.5,1,2.34,"Calle 91, N° 49",Ciudad D,Y,Argentina,800
511,1,2,4,2024-03-18,2024-03-30,288.0,4940.56,1,1.03,"Calle 38, N° 28",Ciudad B,Z,Argentina,700
512,3,3,3,2024-01-09,2024-02-04,624.0,3209.85,1,1.54,"Calle 63, N° 99",Ciudad D,Y,Argentina,700
513,3,3,4,2024-02-12,2024-02-24,288.0,1566.17,1,2.03,"Calle 77, N° 13",Ciudad C,Y,Argentina,500
514,2,1,1,2024-02-11,2024-03-16,816.0,2477.85,1,2.06,"Calle 15, N° 15",Ciudad C,Y,Argentina,350
515,5,2,2,2024-01-12,2024-02-01,480.0,3077.18,1,4.75,"Calle 70, N° 55",Ciudad D,X,Argentina,300
516,3,3,2,2024-03-04,2024-04-14,984.0,2448.7,0,3.78,"Calle 50, N° 11",Ciudad C,X,Argentina,300
517,1,1,3,2024-02-04,2024-03-28,1272.0,2925.63,1,3.95,"Calle 17, N° 89",Ciudad B,Y,Argentina,800
518,2,2,4,2024-02-24,2024-03-01,144.0,4191.78,1,3.72,"Calle 25, N° 44",Ciudad A,Z,Argentina,200
519,4,3,1,2024-03-07,2024-03-14,168.0,3522.98,1,3.18,"Calle 56, N° 97",Ciudad D,Z,Argentina,900
520,3,2,4,2024-02-15,2024-02-21,144.0,1942.62,1,3.04,"Calle 3, N° 8",Ciudad B,Z,Argentina,800
521,4,2,4,2024-02-01,2024-02-16,360.0,2560.0,1,4.37,"Calle 44, N° 90",Ciudad B,Y,Argentina,800
522,2,2,3,2024-02-07,2024-04-04,1368.0,3599.78,1,3.57,"Calle 31, N° 30",Ciudad A,Y,Argentina,600
523,1,2,2,2024-03-26,2024-03-30,96.0,1666.78,1,4.03,"Calle 4, N° 57",Ciudad A,Z,Argentina,600
524,5,2,4,2024-02-11,2024-03-04,528.0,3150.64,0,3.15,"Calle 58, N° 7",Ciudad B,Y,Argentina,800
525,3,1,1,2024-03-01,2024-04-26,1344.0,2692.63,1,1.59,"Calle 60, N° 14",Ciudad C,X,Argentina,700
526,2,2,4,2024-03-22,2024-05-01,960.0,2674.36,0,3.28,"Calle 12, N° 65",Ciudad B,Z,Argentina,90
527,1,1,1,2024-01-24,2024-03-03,936.0,3355.66,0,4.27,"Calle 22, N° 43",Ciudad A,Y,Argentina,700
528,1,2,4,2024-01-28,2024-02-29,768.0,881.03,1,1.5,"Calle 84, N° 58",Ciudad A,Y,Argentina,600
529,4,3,4,2024-01-09,2024-02-01,552.0,2897.4,1,3.36,"Calle 61, N° 19",Ciudad C,X,Argentina,200
530,2,2,2,2024-02-10,2024-03-10,696.0,915.18,1,2.27,"Calle 97, N° 90",Ciudad C,X,Argentina,900
531,3,3,1,2024-03-25,2024-03-29,96.0,4926.74,1,4.23,"Calle 78, N° 13",Ciudad B,Z,Argentina,900
532,4,2,2,2024-01-02,2024-01-12,240.0,2964.44,1,1.24,"Calle 66, N° 58",Ciudad C,Z,Argentina,150
533,1,2,1,2024-03-05,2024-04-06,768.0,3528.55,1,3.38,"Calle 48, N° 91",Ciudad D,Y,Argentina,700
534,3,1,3,2024-03-26,2024-03-29,72.0,2643.54,1,2.09,"Calle 86, N° 83",Ciudad D,Y,Argentina,700
535,3,1,4,2024-01-14,2024-03-09,1320.0,776.33,1,1.6,"Calle 98, N° 99",Ciudad D,X,Argentina,600
536,3,2,1,2024-02-09,2024-02-28,456.0,2896.95,1,4.09,"Calle 60, N° 45",Ciudad A,Z,Argentina,350
537,1,1,4,2024-01-17,2024-01-29,288.0,1984.96,0,1.41,"Calle 87, N° 73",Ciudad A,Y,Argentina,900
538,4,1,1,2024-01-03,2024-01-10,168.0,4822.46,1,1.48,"Calle 87, N° 7",Ciudad C,Z,Argentina,700
539,2,1,3,2024-03-09,2024-04-07,696.0,2035.64,1,1.38,"Calle 45, N° 65",Ciudad C,Y,Argentina,500
540,4,1,3,2024-01-22,2024-02-16,600.0,307.65,0,1.84,"Calle 85, N° 9",Ciudad A,X,Argentina,90
541,5,2,3,2024-02-23,2024-03-04,240.0,4561.67,1,4.65,"Calle 38, N° 92",Ciudad C,X,Argentina,90
542,2,3,3,2024-02-28,2024-04-24,1344.0,974.63,1,2.81,"Calle 91, N° 26",Ciudad D,X,Argentina,500
543,4,1,3,2024-02-13,2024-04-05,1248.0,2849.77,0,3.96,"Calle 70, N° 45",Ciudad C,Y,Argentina,800
544,1,1,2,2024-02-12,2024-02-19,168.0,4688.66,1,1.93,"Calle 76, N° 9",Ciudad D,Y,Argentina,200
545,1,2,2,2024-03-24,2024-03-31,168.0,1510.01,0,1.83,"Calle 36, N° 37",Ciudad B,Z,Argentina,350
546,1,2,4,2024-02-14,2024-03-19,816.0,2440.49,1,4.36,"Calle 19, N° 43",Ciudad A,Z,Argentina,350
547,1,1,4,2024-02-27,2024-03-24,624.0,3898.57,1,1.98,"Calle 3, N° 80",Ciudad C,X,Argentina,200
548,1,1,1,2024-01-16,2024-03-14,1392.0,3977.24,0,2.55,"Calle 52, N° 47",Ciudad B,Y,Argentina,700
549,1,2,2,2024-03-13,2024-04-09,648.0,4894.97,1,2.93,"Calle 73, N° 85",Ciudad C,Z,Argentina,300
550,4,1,4,2024-02-05,2024-02-19,336.0,3450.34,1,2.93,"Calle 29, N° 32",Ciudad D,Z,Argentina,800
551,5,1,1,2024-01-19,2024-01-20,24.0,3732.91,0,4.63,"Calle 28, N° 16",Ciudad A,Z,Argentina,200
552,5,1,3,2024-02-17,2024-03-17,696.0,4608.66,1,1.43,"Calle 8, N° 27",Ciudad C,Z,Argentina,800
553,5,2,3,2024-02-19,2024-03-06,384.0,1743.59,1,4.11,"Calle 87, N° 41",Ciudad C,X,Argentina,600
554,1,3,4,2024-01-01,2024-02-06,864.0,2926.27,1,4.61,"Calle 100, N° 56",Ciudad D,X,Argentina,800
555,4,1,1,2024-02-19,2024-03-14,576.0,4572.83,0,3.36,"Calle 10, N° 71",Ciudad C,Z,Argentina,90
556,1,1,1,2024-03-14,2024-04-23,960.0,4299.56,1,1.54,"Calle 65, N° 76",Ciudad B,X,Argentina,700
557,2,3,1,2024-01-18,2024-01-22,96.0,177.1,0,3.23,"Calle 74, N° 30",Ciudad B,X,Argentina,500
558,2,1,2,2024-01-20,2024-02-04,360.0,4556.75,1,3.58,"Calle 11, N° 43",Ciudad D,Y,Argentina,350
559,5,1,4,2024-02-20,2024-03-07,384.0,2569.01,1,2.92,"Calle 98, N° 8",Ciudad D,Y,Argentina,300
560,2,2,2,2024-01-22,2024-02-23,768.0,622.12,1,2.12,"Calle 42, N° 88",Ciudad C,Z,Argentina,150
561,5,3,2,2024-03-26,2024-04-23,672.0,1860.95,1,2.68,"Calle 57, N° 70",Ciudad D,Z,Argentina,700
562,4,1,1,2024-03-26,2024-04-06,264.0,3862.36,1,1.3,"Calle 8, N° 3",Ciudad A,Z,Argentina,90
563,2,2,1,2024-03-06,2024-05-02,1368.0,2074.57,1,3.84,"Calle 61, N° 49",Ciudad D,Y,Argentina,350
564,1,2,3,2024-01-15,2024-01-21,144.0,4858.94,0,4.77,"Calle 85, N° 7",Ciudad B,Y,Argentina,700
565,1,1,2,2024-01-27,2024-03-24,1368.0,3141.61,1,2.19,"Calle 79, N° 25",Ciudad D,Z,Argentina,350
566,3,1,2,2024-01-02,2024-02-04,792.0,2788.72,1,1.66,"Calle 36, N° 86",Ciudad B,Z,Argentina,300
567,2,1,1,2024-01-02,2024-01-13,264.0,346.61,1,3.83,"Calle 36, N° 3",Ciudad B,Z,Argentina,90
568,5,2,4,2024-03-25,2024-04-02,192.0,2885.86,1,3.28,"Calle 21, N° 28",Ciudad D,Z,Argentina,150
569,5,1,1,2024-01-16,2024-01-27,264.0,266.7,1,1.78,"Calle 9, N° 29",Ciudad B,Y,Argentina,350
570,2,3,4,2024-01-15,2024-01-30,360.0,3412.99,1,1.52,"Calle 22, N° 10",Ciudad D,X,Argentina,900
571,5,2,4,2024-03-20,2024-04-04,360.0,1670.9,1,2.37,"Calle 12, N° 7",Ciudad A,Z,Argentina,600
572,1,1,2,2024-01-03,2024-02-17,1080.0,221.69,1,2.75,"Calle 18, N° 65",Ciudad A,X,Argentina,600
573,1,1,4,2024-02-15,2024-03-21,840.0,4104.35,1,2.5,"Calle 47, N° 6",Ciudad C,X,Argentina,500
574,1,3,1,2024-01-13,2024-02-08,624.0,1803.13,1,2.9,"Calle 68, N° 1",Ciudad C,Y,Argentina,900
575,2,1,1,2024-02-01,2024-03-20,1152.0,4231.16,1,3.95,"Calle 100, N° 93",Ciudad C,X,Argentina,200
576,1,3,4,2024-02-07,2024-03-21,1032.0,2241.38,1,4.59,"Calle 42, N° 63",Ciudad D,Y,Argentina,800
577,5,2,2,2024-02-14,2024-03-09,576.0,1119.52,1,2.98,"Calle 39, N° 64",Ciudad B,Y,Argentina,800
578,5,3,1,2024-02-23,2024-03-10,384.0,3710.38,1,3.99,"Calle 36, N° 23",Ciudad B,Y,Argentina,200
579,1,1,4,2024-02-16,2024-03-28,984.0,119.22,1,2.29,"Calle 43, N° 92",Ciudad A,X,Argentina,90
580,1,2,3,2024-01-16,2024-01-28,288.0,1545.81,1,4.79,"Calle 39, N° 84",Ciudad D,Z,Argentina,900
581,2,2,3,2024-03-22,2024-05-15,1296.0,555.68,1,3.54,"Calle 60, N° 91",Ciudad D,Z,Argentina,90
582,5,1,4,2024-01-10,2024-01-11,24.0,3412.93,1,1.08,"Calle 79, N° 22",Ciudad A,Z,Argentina,300
583,1,2,2,2024-03-09,2024-05-01,1272.0,366.24,1,3.13,"Calle 16, N° 61",Ciudad C,Y,Argentina,150
584,2,2,3,2024-01-22,2024-02-23,768.0,2687.0,1,1.67,"Calle 72, N° 71",Ciudad A,Z,Argentina,150
585,1,3,2,2024-02-05,2024-02-10,120.0,3831.14,1,2.19,"Calle 15, N° 41",Ciudad B,Y,Argentina,300
586,5,1,2,2024-03-13,2024-04-06,576.0,2460.77,1,1.82,"Calle 75, N° 20",Ciudad A,Y,Argentina,600
587,3,1,3,2024-02-28,2024-04-22,1296.0,3810.02,1,3.11,"Calle 12, N° 57",Ciudad B,Y,Argentina,700
588,5,1,1,2024-01-22,2024-02-08,408.0,3740.1,1,4.04,"Calle 93, N° 66",Ciudad A,Y,Argentina,500
589,5,3,1,2024-02-26,2024-03-02,120.0,792.79,1,2.34,"Calle 73, N° 5",Ciudad D,Z,Argentina,150
590,2,3,2,2024-03-20,2024-04-30,984.0,1032.58,1,1.61,"Calle 55, N° 3",Ciudad C,Y,Argentina,90
591,1,2,4,2024-02-12,2024-02-24,288.0,4001.68,0,3.88,"Calle 39, N° 88",Ciudad C,X,Argentina,500
592,3,3,4,2024-01-19,2024-03-01,1008.0,4061.68,1,3.01,"Calle 25, N° 24",Ciudad D,X,Argentina,800
593,4,3,4,2024-01-13,2024-01-15,48.0,593.87,1,2.11,"Calle 62, N° 94",Ciudad C,X,Argentina,900
594,4,3,2,2024-01-26,2024-02-19,576.0,1220.66,1,1.66,"Calle 73, N° 68",Ciudad D,Y,Argentina,800
595,1,2,2,2024-02-17,2024-04-15,1392.0,852.87,1,3.32,"Calle 87, N° 15",Ciudad B,X,Argentina,800
596,2,1,3,2024-02-16,2024-04-01,1080.0,2309.79,1,4.3,"Calle 41, N° 48",Ciudad A,X,Argentina,90
597,2,1,1,2024-03-07,2024-05-05,1416.0,4381.93,1,1.63,"Calle 51, N° 95",Ciudad D,Z,Argentina,350
598,4,2,4,2024-01-27,2024-02-02,144.0,4768.1,1,1.5,"Calle 29, N° 51",Ciudad A,Z,Argentina,300
599,1,3,2,2024-01-28,2024-02-17,480.0,3955.68,1,3.96,"Calle 63, N° 95",Ciudad A,X,Argentina,900
600,4,3,3,2024-02-03,2024-02-25,528.0,597.8,1,3.85,"Calle 51, N° 85",Ciudad C,Z,Argentina,600
601,2,1,2,2024-01-13,2024-03-01,1152.0,2965.66,1,1.44,"Calle 86, N° 56",Ciudad A,X,Argentina,600
602,2,2,2,2024-03-14,2024-03-24,240.0,1475.11,1,3.19,"Calle 60, N° 82",Ciudad C,X,Argentina,350
603,4,2,1,2024-01-15,2024-03-14,1416.0,4899.46,1,4.65,"Calle 32, N° 36",Ciudad D,Z,Argentina,200
604,3,2,4,2024-03-15,2024-04-12,672.0,2441.14,1,4.6,"Calle 49, N° 93",Ciudad C,X,Argentina,150
605,5,2,1,2024-02-22,2024-02-24,48.0,1193.65,1,1.29,"Calle 97, N° 64",Ciudad B,Z,Argentina,800
606,5,3,1,2024-03-19,2024-05-14,1344.0,1005.6,1,3.51,"Calle 3, N° 67",Ciudad A,Y,Argentina,90
607,5,2,3,2024-02-01,2024-02-17,384.0,3556.84,0,4.17,"Calle 32, N° 41",Ciudad A,X,Argentina,700
608,1,1,1,2024-01-01,2024-02-18,1152.0,613.83,0,4.2,"Calle 10, N° 60",Ciudad C,Y,Argentina,900
609,3,3,4,2024-02-03,2024-02-07,96.0,616.46,1,4.96,"Calle 31, N° 35",Ciudad D,Y,Argentina,600
610,2,3,4,2024-03-15,2024-03-20,120.0,2348.67,1,3.55,"Calle 4, N° 59",Ciudad D,X,Argentina,600
611,3,3,1,2024-02-27,2024-03-08,240.0,1059.66,1,2.67,"Calle 88, N° 8",Ciudad C,X,Argentina,600
612,2,2,4,2024-02-13,2024-03-25,984.0,2545.18,1,4.87,"Calle 82, N° 71",Ciudad C,Z,Argentina,90
613,1,2,3,2024-02-04,2024-02-18,336.0,2971.09,0,1.81,"Calle 3, N° 28",Ciudad D,Z,Argentina,300
614,2,1,4,2024-02-20,2024-04-04,1056.0,476.9,1,2.03,"Calle 36, N° 9",Ciudad D,Y,Argentina,200
615,3,1,2,2024-03-14,2024-04-11,672.0,1595.17,1,1.75,"Calle 14, N° 31",Ciudad C,Z,Argentina,900
616,2,1,2,2024-03-23,2024-05-07,1080.0,860.88,1,2.41,"Calle 31, N° 40",Ciudad C,Y,Argentina,500
617,5,1,2,2024-03-06,2024-04-08,792.0,1699.91,0,3.53,"Calle 11, N° 78",Ciudad C,Y,Argentina,300
618,5,2,2,2024-02-07,2024-03-12,816.0,4455.65,1,2.42,"Calle 62, N° 44",Ciudad C,Y,Argentina,600
619,1,3,3,2024-01-12,2024-01-23,264.0,735.74,1,2.65,"Calle 82, N° 3",Ciudad A,Y,Argentina,350
620,2,1,2,2024-03-02,2024-04-08,888.0,2992.83,1,3.7,"Calle 57, N° 36",Ciudad C,X,Argentina,200
621,1,1,3,2024-03-06,2024-03-29,552.0,364.42,1,4.83,"Calle 99, N° 79",Ciudad D,Y,Argentina,90
622,3,3,3,2024-03-26,2024-04-05,240.0,4132.54,1,1.93,"Calle 26, N° 12",Ciudad D,Z,Argentina,150
623,3,1,2,2024-01-05,2024-02-11,888.0,4112.87,1,4.84,"Calle 59, N° 50",Ciudad A,Y,Argentina,900
624,2,2,4,2024-02-06,2024-02-25,456.0,2983.31,1,1.7,"Calle 33, N° 11",Ciudad A,X,Argentina,600
625,1,2,2,2024-03-14,2024-04-01,432.0,2190.45,0,1.83,"Calle 72, N° 97",Ciudad B,X,Argentina,800
626,5,3,3,2024-01-18,2024-03-12,1296.0,3537.54,1,1.24,"Calle 71, N° 73",Ciudad C,Z,Argentina,500
627,3,3,3,2024-02-07,2024-02-27,480.0,4934.04,1,4.88,"Calle 27, N° 45",Ciudad A,Z,Argentina,600
628,1,1,1,2024-02-22,2024-04-07,1080.0,1653.76,1,2.98,"Calle 57, N° 49",Ciudad B,X,Argentina,200
629,1,2,1,2024-01-20,2024-02-08,456.0,1012.63,1,1.91,"Calle 6, N° 29",Ciudad B,X,Argentina,600
630,1,1,2,2024-02-13,2024-03-13,696.0,1246.31,1,1.04,"Calle 37, N° 72",Ciudad A,Y,Argentina,150
